Cycle,FEC_ID,Cand_ID,Name,Party,District,Dist_curr,Curr_Cand,Cycle_cand,CRPICO,Receip_cd,No_pacs
2018, H4NY07102 , N00035274 , Jeff Kurzon (3) , 3 , NY07 ,      , Y , Y , C , 3L ,   
2018, H6IL01175 , N00034027 , Jimmy Lee Tillman II (R) , R , IL01 ,      ,   ,   , C , RL ,   
2018, H0CA32333 , N00043677 , Emanuel Lawrence Gonzales (D) , D , CA32 ,      ,   ,   ,   , DN ,   
2018, H8HI01242 , N00043678 , Emmanuel S. Tipon (R) , R , HI01 ,      ,   , Y , O , RN ,   
2018, H8HI01259 , N00043679 , Rene Raymond Vinole (R) , R , HI01 ,      ,   , Y , O , RL ,   
2018, H8HI01267 , N00043680 , Zachary B. Burb (3) , 3 , HI01 ,      , Y , Y , O , 3L ,   
2018, H8HI01275 , N00043681 , Michelle Rose Cipolla (3) , 3 , HI01 ,      ,   ,   , O , 3N ,   
2018, H8HI01283 , N00043682 , Michelle Tippens (L) , L , HI01 ,      , Y , Y , O , 3L ,   
2018, H8HI01291 , N00043683 , John E Cipolla (3) , 3 , HI01 ,      ,   , Y , O , 3L ,   
2018, H8KS03189 , N00043684 , Joe Myers (R) , R , KS03 ,      ,   , Y , C , RL ,   
2018, H8PA18280 , N00043685 , Kimberly Mack (R) , R , PA18 ,      , Y , Y , C , RL ,   
2018, H8VT00158 , N00034951 , Brooke Paige (R) , R , VT01 ,      ,   ,   , C , RN ,   
2018, H8VT01065 , N00043687 , Anya Tynio (R) , R , VT01 ,      , Y , Y , C , RL ,   
2018, H8WI04069 , N00043688 , Tim Rogers (R) , R , WI04 ,      , Y , Y , C , RL ,   
2018, P00008086 , N00043689 , Christina Marie Cabral (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00008094 , N00043690 , Eric Renaldo Fludd (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, P00008102 , N00043691 , Ryan Nicholas Von Bevern (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00008110 , N00043692 , Richard Lyons Weil (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00008128 , N00043693 , Susanne Atanus (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00008136 , N00043694 , Gidget Kay Groendyk (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, P00008144 , N00043695 , Bub Squeal Mr Bubbington (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, P00008151 , N00043696 , Jan Janson (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, S8HI00202 , N00043697 , George L. Berish (R) , R , HIS2 ,      ,   , Y , C , RL ,   
2018, S8HI00210 , N00043698 , Ron Curtis (R) , R , HIS2 ,      , Y , Y , C , RL ,   
2018, S8HI00228 , N00038339 , Rocky De La Fuente (R) , R , RIS1 ,      ,   ,   , C , RL ,   
2018, S8HI00236 , N00043700 , Robert C. Helsham (R) , R , HIS2 ,      ,   , Y , C , RL ,   
2018, S8HI00244 , N00043701 , Michael R. Hodgkiss (R) , R , HIS2 ,      ,   , Y , C , RL ,   
2018, S8HI00251 , N00043702 , Charles Haverty (I) , I , HIS2 ,      ,   , Y , C , 3N ,   
2018, S8HI00269 , N00043703 , Matthew K Maertens (I) , I , HIS2 ,      ,   , Y , C , 3N ,   
2018, S8MA00342 , N00043704 , Sarah Genova Pimentel (I) , I , MAS1 ,      ,   , Y , C , 3N ,   
2018, S8VT00158 , N00043705 , Brad Joseph Peacock (I) , I , VTS1 ,      , Y , Y , C , 3l ,   
2018, S8VT00166 , N00038339 , Rocky De La Fuente (R) , R , RIS1 ,      ,   ,   , C , RL ,   
2018, H0PA18071 , N00043706 , Jeremy P Cartner (R) , R , PA18 ,      ,   ,   ,   , RN ,   
2018, H0WI03092 , N00040837 , Alex William Virijevich (R) , R , WI03 ,      ,   , Y , C , RN ,   
2018, H8AL04060 , N00033875 , Phil Norris (R) , R , AL04 ,      ,   , Y , C , RN ,   
2018, H8AL06099 , N00040840 , Danner Kline (D) , D , AL06 ,      , Y , Y , C , DL ,   
2018, H8AZ02102 , N00040841 , Will Foster (D) , D , AZ02 ,      ,   , Y , O , DN ,   
2018, H8AZ02110 , N00040842 , Billy Kovacs (D) , D , AZ02 ,      ,   , Y , O , DL ,   
2018, H8AZ02128 , N00040843 , Charlie Verdin (D) , D , AZ02 ,      ,   , Y , O , DN ,   
2018, H8AZ06087 , N00040844 , Garrick McFadden (D) , D , AZ06 ,      ,   , Y , C , DL ,   
2018, H8AZ08067 , N00040845 , Judith McHale (D) , D , AZ08 ,      ,   , Y , O , DN ,   
2018, H8CA00135 , N00040846 , Joseph Schrage (R) , R , CA30 ,      ,   , Y , C , RN ,   
2018, H8CA01190 , N00040847 , Jessica Holcombe (D) , D , CA01 ,      ,   , Y , C , DL ,   
2018, H8CA04186 , N00040848 , Rochelle Wilcox (D) , D , CA04 ,      ,   , Y , C , DN ,   
2018, H8CA04194 , N00040849 , Regina Bateson (D) , D , CA04 ,      ,   , Y , C , DL ,   
2018, H8CA08096 , N00040850 , Ronald O'Donnell (D) , D , CA08 ,      ,   , Y , C , DL ,   
2018, H8CA10100 , N00040851 , Mateo Morelos Bedolla (D) , D , CA10 ,      ,   , Y , C , DN ,   
2018, H8CA10118 , N00040852 , Dotty Nygard (D) , D , CA10 ,      ,   , Y , C , DN ,   
2018, H8CA10126 , N00040853 , Josh Harder (D) , D , CA10 ,      , Y , Y , C , DW ,   
2018, H8CA10134 , N00040854 , Lisa Battista (D) , D , CA10 ,      ,   , Y , C , DN ,   
2018, H8CA12239 , N00040855 , Stephen Jaffe (D) , D , CA12 ,      ,   , Y , C , DL ,   
2018, H8CA22139 , N00040856 , Andrew Janz (D) , D , CA22 ,      , Y , Y , C , DL ,   
2018, H8CA23095 , N00040857 , Robert Owen (D) , D , CA23 ,      ,   , Y , C , DN ,   
2018, H8CA24150 , N00040858 , Michael Erin Woody (R) , R , CA24 ,      ,   , Y , C , RL ,   
2018, H8CA25082 , N00040859 , Jess Phoenix (D) , D , CA25 ,      ,   , Y , C , DL ,   
2018, H8CA26106 , N00040860 , Shane Skelton (R) , R , CA26 ,      ,   , Y , C , RN ,   
2018, H8CA28177 , N00040861 , Juan Markos (R) , R , CA28 ,      ,   , Y , C , RN ,   
2018, H8CA37301 , N00040862 , Ted Alemayhu (3) , 3 , CA39 ,      ,   , Y , O , 3L ,   
2018, H8CA39133 , N00040863 , Phil Janowicz (D) , D , CA39 ,      ,   , Y , O , DN ,   
2018, H8CA41170 , N00040864 , Aja Smith (R) , R , CA41 ,      , Y , Y , C , RL ,   
2018, H8CA45130 , N00040865 , Katie Porter (D) , D , CA45 ,      , Y , Y , C , DW ,   
2018, H8CA45148 , N00040866 , David Min (D) , D , CA45 ,      ,   , Y , C , DL ,   
2018, H8CA45155 , N00040867 , Kia Hamadanchy (D) , D , CA45 ,      ,   , Y , C , DL ,   
2018, H8CA45163 , N00040868 , Eric Rywalski (D) , D , CA45 ,      ,   , Y , C , DN ,   
2018, H8CA48043 , N00040869 , Laura Oatman (D) , D , CA48 ,      ,   , Y , C , DN ,   
2018, H8CA48050 , N00040870 , Tony Zarkades (D) , D , CA48 ,      ,   , Y , C , DL ,   
2018, H8CA50098 , N00040871 , Ammar Campa-Najjar (D) , D , CA50 ,      , Y , Y , C , DL ,   
2018, H8CA50106 , N00040872 , Josh Butner (D) , D , CA50 ,      ,   , Y , C , DL ,   
2018, H8CA50114 , N00040873 , Pierre Beauregard (D) , D , CA50 ,      ,   , Y , C , DN ,   
2018, H8CO04075 , N00040874 , Larry Germanson (D) , D , CO04 ,      ,   , Y , C , DN ,   
2018, H8CO05114 , N00040875 , Owen Hill (R) , R , CO05 ,      ,   , Y , C , RL ,   
2018, H8CO06229 , N00040876 , Jason Crow (D) , D , CO06 ,      , Y , Y , C , DW ,   
2018, H8CO06237 , N00040877 , David Aarestad (D) , D , CO06 ,      ,   , Y , C , DN ,   
2018, H8CO07045 , N00040878 , Brittany Pettersen (D) , D , CO07 ,      ,   , Y , O , DN ,   
2018, H8CO07052 , N00040879 , Nathan Clay (3) , 3 , CO07 ,      ,   , Y , C , 3N ,   
2018, H8FL09118 , N00040880 , Sean Buchan (R) , R , FL09 ,      ,   , Y , C , RN ,   
2018, H8FL15164 , N00040881 , Loretta Miller (R) , R , FL15 ,      ,   , Y , O , RN ,   
2018, H8FL15172 , N00040882 , Greg Williams (D) , D , FL15 ,      ,   , Y , O , DN ,   
2018, H8FL23044 , N00037410 , Carla Spalding (R) , R , FL23 ,      ,   , Y , C , RL ,   
2018, H8FL24059 , N00040884 , Louis Sola (R) , R , FL24 ,      ,   , Y , C , RN ,   
2018, H8FL27011 , N00040885 , Michael Hepburn (D) , D , FL27 ,      ,   , Y , O , DL ,   
2018, H8FL27029 , N00040886 , Kristen Rosen Gonzalez (D) , D , FL27 ,      ,   , Y , O , DL ,   
2018, H8GA07144 , N00040887 , Kathleen Allen (D) , D , GA07 ,      ,   , Y , C , DL ,   
2018, H8IA01094 , N00040888 , Abby Finkenauer (D) , D , IA01 ,      , Y , Y , C , DW ,   
2018, H8IA03116 , N00040889 , Anna Ryon (D) , D , IA03 ,      ,   , Y , C , DN ,   
2018, H8ID01108 , N00040890 , Michael William Smith (D) , D , ID01 ,      ,   , Y , O , DL ,   
2018, H8IL03102 , N00040891 , Marie Newman (D) , D , IL03 ,      ,   , Y , C , DL ,   
2018, H8IL06105 , N00040892 , Jennifer Zordani (D) , D , IL06 ,      ,   , Y , C , DL ,   
2018, H8IL07095 , N00040893 , Ahmed Salim (D) , D , IL07 ,      ,   , Y , C , DN ,   
2018, H8IL09174 , N00040894 , Maxwell Rice (R) , R , IL09 ,      ,   , Y , C , RL ,   
2018, H8IL12095 , N00040895 , Dean Pruitt (D) , D , IL12 ,      ,   , Y , C , DN ,   
2018, H8IL13143 , N00040896 , Benjamin Webb (D) , D , IL13 ,      ,   , Y , C , DN ,   
2018, H8IL14141 , N00040897 , Victor Swanson (D) , D , IL14 ,      ,   , Y , C , DL ,   
2018, H8IL16104 , N00040898 , Chris Minelli (D) , D , IL16 ,      ,   , Y , C , DN ,   
2018, H8IN04124 , N00040899 , Tobi Beck (D) , D , IN04 ,      , Y , Y , O , DL ,   
2018, H8IN05139 , N00040900 , Michael Hartley (D) , D , IN05 ,      ,   , Y , C , DN ,   
2018, H8IN05147 , N00040901 , Sean Dugdale (D) , D , IN05 ,      ,   , Y , C , DL ,   
2018, H8UT03055 , N00006375 , Jeremy Friedbaum (R) , R , UTS1 ,      ,   ,   , O , RL ,   
2018, H6FL01069 , N00002763 , Tom Wells (D) , D , FL03 ,      ,   ,   , C , DL ,   
2018, H4ID01065 , N00006303 , Dave Leroy (R) , R , ID01 ,      ,   , Y , O , RL ,   
2018, P80003890 , N00028955 , Liza Dawn Cherricks (I) , I , PRES ,      ,   ,   ,   , 3N ,   
2018, S0AL00156 , N00024817 , Doug Jones (D) , D , ALS1 , ALS1 ,   , Y , I , DI ,   
2018, H8UT01109 , N00030092 , Joe Buchman (L) , L , UT03 ,      ,   ,   , O , 3L ,   
2018, P60013935 , N00038022 , Nick Cuevas (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, S6CA00733 , N00038195 , Tim Gildersleeve (I) , I , CAS2 ,      ,   , Y , C , 3L ,   
2018, S6AL00369 , N00039033 , Charles Nana (D) , D , ALS1 ,      ,   , Y , C , DL ,   
2018, S6IN00175 , N00037159 , Eric Holcomb (R) , R , INS2 ,      ,   ,   ,   , RN ,   
2018, H6OH02292 , N00040452 , Janet Everhard (D) , D , OH02 ,      ,   , Y , C , DL ,   
2018, H6ID01177 , N00027644 , Bill Sali (R) , R , ID01 ,      ,   ,   ,   , RN ,   
2018, H8KS02140 , N00040902 , Steve Fitzgerald (R) , R , KS02 ,      ,   , Y , O , RL ,   
2018, H8KY04136 , N00040903 , Joshua Neace (3) , 3 , KY04 ,      ,   , Y , C , 3N ,   
2018, H8MA02074 , N00040904 , Dom Warren (D) , D , MA02 ,      ,   , Y , C , DN ,   
2018, H8MA03064 , N00040905 , Scott Gunderson (R) , R , MA03 ,      ,   , Y , O , RN ,   
2018, H8MD01177 , N00040907 , Allison Galbraith (D) , D , MD01 ,      ,   , Y , C , DL ,   
2018, H8MD06135 , N00040908 , Bill Frick (D) , D , MD06 ,      ,   , Y , O , DN ,   
2018, H8MD06143 , N00040909 , Aruna Miller (D) , D , MD06 ,      ,   , Y , O , DL ,   
2018, H8ME01195 , N00040910 , Eric Stanton (R) , R , ME01 ,      ,   , Y , C , RN ,   
2018, H8ME02136 , N00040911 , Phil Cleaves (D) , D , ME02 ,      ,   , Y , C , DN ,   
2018, H8MI01149 , N00040912 , Matt Morgan (D) , D , MI01 ,      , Y , Y , C , DL ,   
2018, H8MI02113 , N00040913 , Rob Davidson (D) , D , MI02 ,      , Y , Y , C , DL ,   
2018, H8MI06122 , N00040914 , Eponine Garrod (D) , D , MI06 ,      ,   , Y , C , DN ,   
2018, H8MI11254 , N00040915 , Haley Stevens (D) , D , MI11 ,      , Y , Y , O , DW ,   
2018, H8MI13227 , N00040916 , Michael Gilmore (D) , D , MI13 ,      ,   , Y , O , DN ,   
2018, H8MN01246 , N00040917 , Johnny Akzam (I) , I , MN01 ,      ,   , Y , O , 3N ,   
2018, H8MN03127 , N00040918 , Brian Santa Maria (D) , D , MN03 ,      ,   , Y , C , DN ,   
2018, H8MN07086 , N00040919 , Tim Miller (R) , R , MN07 ,      ,   , Y , C , RN ,   
2018, H8MO01143 , N00039373 , Cori Bush (D) , D , MO01 ,      ,   , Y , C , DL ,   
2018, H8MO04071 , N00040921 , Renee Hoagenson (D) , D , MO04 ,      , Y , Y , C , DL ,   
2018, H8MO08098 , N00040922 , Kathryn Ellis (D) , D , MO08 ,      , Y , Y , C , DL ,   
2018, H8MS01145 , N00040923 , Randy Wadkins (D) , D , MS01 ,      , Y , Y , C , DL ,   
2018, H8NC10071 , N00040924 , Ira Roberts (R) , R , NC10 ,      ,   , Y , C , RL ,   
2018, H8NC13059 , N00040925 , Beniah McMiller (D) , D , NC13 ,      ,   , Y , C , DN ,   
2018, H8NE02220 , N00040926 , Kara Eastman (D) , D , NE02 ,      , Y , Y , C , DL ,   
2018, H8NH01152 , N00040927 , Eddie Edwards (R) , R , NH01 ,      , Y , Y , O , RL ,   
2018, H8NJ07173 , N00040928 , Linda Weber (D) , D , NJ07 ,      ,   , Y , C , DN ,   
2018, H8NJ07181 , N00040929 , Scott Salmon (D) , D , NJ07 ,      ,   , Y , C , DN ,   
2018, H8NJ07199 , N00040930 , Lisa Mandelblatt (D) , D , NJ07 ,      ,   , Y , C , DN ,   
2018, H8NJ11134 , N00040931 , Jack Gebbia (D) , D , NJ11 ,      ,   , Y , O , DN ,   
2018, H8NM01323 , N00040932 , Antoinette Sedillo Lopez (D) , D , NM01 ,      ,   , Y , O , DL ,   
2018, H8NM01331 , N00040933 , Debra Haaland (D) , D , NM01 ,      , Y , Y , O , DW ,   
2018, H8NM01349 , N00040934 , Dennis Dinge (D) , D , NM01 ,      ,   , Y , O , DN ,   
2018, H8NM02123 , N00040935 , Ron Fitzherbert (D) , D , NM02 ,      ,   , Y , O , DN ,   
2018, H8NY11063 , N00040936 , Boyd Melson (D) , D , NY11 ,      ,   , Y , C , DN ,   
2018, H8NY11071 , N00040937 , Zach Emig (D) , D , NY11 ,      ,   , Y , C , DL ,   
2018, H8NY19199 , N00040938 , Gareth Rhodes (D) , D , NY19 ,      ,   , Y , C , DL ,   
2018, H8OH02116 , N00040939 , Mickey Edwards (D) , D , OH02 ,      ,   , Y , C , DN ,   
2018, H8OH05150 , N00040940 , John Michael Galbraith (D) , D , OH05 ,      , Y , Y , C , DL ,   
2018, H8OH10101 , N00040941 , Michael Milisits (D) , D , OH10 ,      ,   , Y , C , DL ,   
2018, H8OH12131 , N00040942 , Doug Wilson (D) , D , OH12 ,      ,   , Y , O , DL ,   
2018, H8OH14111 , N00040943 , Betsy Rader (D) , D , OH14 ,      , Y , Y , C , DL ,   
2018, H8OH14129 , N00040944 , Evan Carp (R) , R , OH14 ,      ,   , Y , C , RN ,   
2018, H0OK01089 , N00031336 , Nathan Dahm (R) , R , OK01 ,      ,   , Y , O , RL ,   
2018, H4PA13181 , N00011016 , Daylin Leach (D) , D , PA07 ,      ,   ,   , O , DN ,   
2018, S0CO00344 , N00032735 , Jason Andrew Napolitano (I) , I , COS1 ,      ,   ,   ,   , 3N ,   
2018, S0CT00037 , N00000581 , Chris Dodd (D) , D , CTS2 ,      ,   ,   ,   , DN ,   
2018, S0CT00185 , N00029315 , Lee Whitnum (D) , D , CTS1 ,      ,   ,   ,   , DN ,   
2018, S0CT00201 , N00032535 , Ethan Book (R) , R , CTS2 ,      ,   ,   ,   , RN ,   
2018, S0DE00068 , N00009775 , Michael N Castle (R) , R , DES2 ,      ,   ,   ,   , RN ,   
2018, S0DE00076 , N00012661 , Carlet Deetta Ward (R) , R , DES2 ,      ,   ,   ,   , RN ,   
2018, S0FL00247 , N00009291 , David Kenneth Weeks (I) , I , FLS1 ,      ,   , Y , C , 3N ,   
2018, S0FL00304 , N00030610 , George Anthony Lovenguth (D) , D , FLS2 ,      ,   ,   ,   , DN ,   
2018, S0FL00353 , N00026931 , Marion Thorpe (R) , R , FLS2 ,      ,   ,   ,   , RN ,   
2018, S0FL00379 , N00030972 , Todd Montgomery Oifer (U) , U , FLS2 ,      ,   ,   ,   , UN ,   
2018, S0FL00445 , N00031822 , Lewis Jerome Armstrong (3) , 3 , FLS2 ,      ,   ,   ,   , 3N ,   
2018, S0FL00452 , N00032131 , Bruce Ray Riggs (3) , 3 , FL11 ,      ,   ,   ,   , 3N ,   
2018, S0FL00494 , N00032537 , David Van Williams (D) , D , FLS2 ,      ,   ,   ,   , DN ,   
2018, S0FL00544 , N00032619 , Howard Knepper (I) , I , FLS1 ,      ,   , Y , C , 3N ,   
2018, S0GA00310 , N00010559 , Mike Thurmond (D) , D , GAS2 ,      ,   ,   ,   , DN ,   
2018, S0HI00118 , N00013164 , Art Reyes (D) , D , HIS1 ,      ,   ,   ,   , DN ,   
2018, S0HI00126 , N00013294 , John Carroll (R) , R , HIS1 ,      ,   ,   ,   , RN ,   
2018, S0HI00175 , N00032624 , Jeffrey Steven Jarrett (I) , I , HIS1 ,      ,   ,   ,   , 3N ,   
2018, S0IA00119 , N00031167 , Tom Fiegen (D) , D , IAS1 ,      ,   ,   ,   , DN ,   
2018, S0ID00057 , N00002091 , Larry Craig (R) , R , IDS1 ,      ,   ,   ,   , RN ,   
2018, S0ID00099 , N00000931 , William Bryk (D) , D , IDS1 ,      ,   ,   ,   , DN ,   
2018, S0IL00212 , N00030832 , Robert Zadek (R) , R , ILS2 ,      ,   ,   ,   , RN ,   
2018, S0IL00220 , N00030833 , Israel K Garth Richardson (D) , D , ILS2 ,      ,   ,   ,   , DN ,   
2018, S0IL00253 , N00030976 , Thomas James Kuna (R) , R , ILS2 ,      ,   ,   ,   , RN ,   
2018, S0IL00261 , N00012539 , Mark Kirk (R) , R , ILS2 ,      ,   ,   ,   , RN ,   
2018, S0IL00345 , N00031170 , Thomas Elijah Hubbard (D) , D , ILS2 ,      ,   ,   ,   , DN ,   
2018, S0IN00053 , N00003845 , Dan Coats (R) , R , INS2 ,      ,   ,   ,   , RN ,   
2018, S0IN00061 , N00003875 , Baron Hill (D) , D , INS2 ,      ,   ,   ,   , DN ,   
2018, S0IN00095 , N00030891 , Marlin Stutzman (R) , R , INS2 ,      ,   ,   ,   , RN ,   
2018, S0IN00111 , N00031279 , Don Bates Jr. (R) , R , INS2 ,      ,   ,   ,   , RN ,   
2018, S0IN00129 , N00031441 , Tamyra R D'Ippolito (D) , D , INS2 ,      ,   ,   ,   , DN ,   
2018, S0IN00145 , N00031687 , Tim Frye (I) , I , INS2 ,      ,   ,   ,   , 3N ,   
2018, S0IN00160 , N00032136 , Donnie H Harris (3) , 3 , INS2 ,      ,   ,   ,   , 3N ,   
2018, S0IN00178 , N00032851 , Jim Miller (I) , I , INS2 ,      ,   ,   ,   , 3N ,   
2018, S0IN00186 , N00032819 , Jack Rooney (I) , I , INS1 ,      ,   ,   ,   , 3N ,   
2018, S0KS00133 , N00009834 , Joe Bellis (3) , 3 , KSS2 ,      ,   ,   ,   , 3N ,   
2018, S0KS00166 , N00032740 , Patrick Wiesner (D) , D , KSS2 ,      ,   ,   ,   , DN ,   
2018, S0KY00149 , N00030835 , Brian Oerther (R) , R , KY04 ,      ,   ,   ,   , RN ,   
2018, S0KY00198 , N00012933 , Roger Thoney (R) , R , KYS1 ,      ,   ,   ,   , RN ,   
2018, S0KY00214 , N00031584 , John Long (I) , I , KYS2 ,      ,   ,   ,   , 3N ,   
2018, S0LA00071 , N00005345 , David Duke (R) , R , LAS2 ,      ,   ,   ,   , RN ,   
2018, S0LA00162 , N00030010 , Anthony John Gentile (L) , L , LAS2 ,      ,   ,   ,   , 3N ,   
2018, S0LA00188 , N00031823 , Milton C Gordon Jr. (R) , R , LAS2 ,      ,   ,   ,   , RN ,   
2018, S0LA00279 , N00032823 , Ernest D Wooton (I) , I , LAS2 ,      ,   ,   ,   , 3N ,   
2018, S0MA00042 , N00013142 , Jack E Robinson (R) , R , MAS2 ,      ,   ,   ,   , RN ,   
2018, S0MD00200 , N00012669 , Corrogan R Vaughn (R) , R , MD07 ,      ,   ,   , C , RN ,   
2018, S0MD00267 , N00031284 , John F (Jef) Curran (R) , R , MDS2 ,      ,   ,   ,   , RN ,   
2018, S0MD00275 , N00031443 , Daniel W McAndrew (R) , R , MDS2 ,      ,   ,   ,   , RN ,   
2018, S0MO00225 , N00032040 , Mike Vontz (R) , R , MOS1 ,      ,   ,   ,   , RN ,   
2018, S0MO00241 , N00008936 , Jerry G Beck (R) , R , MOS2 ,      ,   ,   ,   , RN ,   
2018, S0NC00202 , N00031446 , Cal Cunningham (D) , D , NCS2 ,      ,   ,   ,   , DN ,   
2018, S0ND00069 , N00012812 , Duane Sand (R) , R , NDS2 ,      ,   ,   ,   , RN ,   
2018, S0NH00227 , N00027048 , Paul W Hodes (D) , D , NHS1 ,      ,   ,   ,   , DN ,   
2018, S0NH00235 , N00030980 , Kelly Ayotte (R) , R , NHS1 ,      ,   ,   ,   , RN ,   
2018, S0NH00268 , N00000387 , Ovide Lamontagne (R) , R , NHS1 ,      ,   ,   ,   , RN ,   
2018, S0NJ00068 , N00009483 , Brendan Thomas Byrne Jr. (D) , D , NJS1 ,      ,   ,   ,   , DN ,   
2018, S0NJ00100 , N00009479 , Gregory Pason (3) , 3 , NJS1 ,      ,   ,   ,   , 3N ,   
2018, S0NM00041 , N00012672 , Steve Pearce (R) , R , NM02 ,      ,   ,   , I , RI ,   
2018, S0NV00138 , N00027581 , Sharron Angle (R) , R , NV02 ,      ,   ,   ,   , RL ,   
2018, S0NV00252 , N00031289 , Sue Lowden (R) , R , NVS2 ,      ,   ,   ,   , RN ,   
2018, S0NV00385 , N00032054 , Gary Bernstein (R) , R , NVS2 ,      ,   ,   ,   , RN ,   
2018, S0NV00393 , N00032055 , Scott Ashjian (3) , 3 , NVS2 ,      ,   ,   ,   , 3N ,   
2018, S0NY00188 , N00000019 , Hillary Clinton (D) , D , PRES ,      ,   ,   ,   , DN ,   
2018, S0NY00428 , N00030895 , Josh Futterman (D) , D , NYS2 ,      ,   ,   ,   , DN ,   
2018, S0NY00501 , N00032057 , Martin Chicon (D) , D , NY13 ,      ,   ,   ,   , DN ,   
2018, S0NY00519 , N00032058 , Michael Sepe (R) , R , NYS2 ,      ,   ,   ,   , RN ,   
2018, S0NY00527 , N00032157 , Timothy A Chichester (R) , R , NYS2 ,      ,   ,   ,   , RN ,   
2018, S0NY00550 , N00032541 , Jay Townsend (R) , R , NYS1 ,      ,   ,   ,   , RN ,   
2018, S0NY00618 , N00032835 , Jan Johnson (I) , I , NYS2 ,      ,   ,   ,   , 3N ,   
2018, S0OH00166 , N00030617 , Jason David Howard (R) , R , OHS2 ,      ,   ,   ,   , RN ,   
2018, S0OH00174 , N00030618 , Eric Lamont Gregory (R) , R , OHS1 ,      ,   ,   ,   , RN ,   
2018, S0OH00240 , N00032060 , Warren P Brown (I) , I , OHS2 ,      ,   ,   ,   , 3N ,   
2018, S0OH00265 , N00032836 , Michael Pryce (R) , R , OHS1 ,      ,   ,   ,   , RN ,   
2018, S0OK00297 , N00032628 , Lewis Kelly Spring (R) , R , OKS1 ,      ,   ,   ,   , RN ,   
2018, S0OR00238 , N00032063 , Sam Carpenter (R) , R , ORS2 ,      ,   ,   ,   , RN ,   
2018, S0OR00253 , N00032065 , Loren Hooker (D) , D , ORS2 ,      ,   ,   ,   , DN ,   
2018, S0PA00384 , N00030619 , Peg Luksik (R) , R , PAS1 ,      ,   ,   ,   , RN ,   
2018, S0PA00392 , N00030840 , Michael Mentzer (R) , R , PAS1 ,      ,   ,   ,   , RN ,   
2018, S0PA00418 , N00030896 , Robert Townsend (R) , R , PAS1 ,      ,   ,   ,   , RN ,   
2018, S0PA00434 , N00028049 , Joe Sestak (D) , D , PAS1 ,      ,   ,   ,   , DN ,   
2018, S0PA00459 , N00031569 , John Kensinger (R) , R , PAS2 ,      ,   ,   ,   , RN ,   
2018, S0PA00467 , N00029426 , Wendell Banks (R) , R , PAS1 ,      ,   ,   ,   , RN ,   
2018, S0PA00483 , N00032070 , Mel Packer (3) , 3 , PAS1 ,      ,   ,   ,   , 3N ,   
2018, S0TX00191 , N00031178 , Tiffani El Dawn Mims (R) , R , PRES ,      ,   ,   ,   , RN ,   
2018, S0TX00209 , N00031179 , Nick Latham (R) , R , TXS2 ,      ,   ,   ,   , RN ,   
2018, S0UT00124 , N00030899 , Mark Shurtleff (R) , R , UTS2 ,      ,   ,   ,   , RN ,   
2018, S0VT00114 , N00031570 , Len Britton (R) , R , VTS2 ,      ,   ,   ,   , RN ,   
2018, S0WA00217 , N00030762 , Wayne J Glover (R) , R , WAS2 ,      ,   ,   ,   , RN ,   
2018, S0WA00332 , N00032629 , Charles Allen (D) , D , WAS2 ,      ,   ,   ,   , DN ,   
2018, S0WA00357 , N00032631 , Dino Rossi (R) , R , WA08 ,      ,   ,   , O , RL ,   
2018, S2AZ00158 , N00002776 , Richard Grayson (3) , 3 , AZ08 ,      ,   ,   ,   , 3N ,   
2018, S2AZ00232 , N00033859 , Richard Carmona (D) , D , AZS2 ,      ,   ,   ,   , DN ,   
2018, S2AZ00240 , N00033860 , John Lyon (R) , R , AZS2 ,      ,   ,   ,   , RN ,   
2018, S2CA00286 , N00006692 , Barbara Boxer (D) , D , CAS1 ,      ,   ,   ,   , DN ,   
2018, S2CA00740 , N00029941 , Greg Conlon (R) , R , CAS1 ,      ,   ,   ,   , RN ,   
2018, S2DE00098 , N00034852 , Andrew R Groff (3) , 3 , DES2 ,      ,   ,   ,   , 3N ,   
2018, S2FL00193 , N00033076 , Mike Haridopolos (R) , R , FLS1 ,      ,   ,   ,   , RN ,   
2018, S2FL00227 , N00031304 , George S Lemieux (R) , R , FLS1 ,      ,   ,   ,   , RN ,   
2018, S2FL00235 , N00033165 , Akinyemi Agbede (R) , R , CAS1 ,      ,   ,   ,   , RN ,   
2018, S2FL00243 , N00029296 , William Burns (3) , 3 , FLS2 ,      ,   ,   ,   , 3N ,   
2018, S2FL00284 , N00033441 , Deon Long (R) , R , FLS1 ,      ,   ,   ,   , RN ,   
2018, S2FL00292 , N00033490 , Darryl Leon Jackson (I) , I , FLS1 ,      ,   ,   ,   , 3N ,   
2018, S2FL00326 , N00033863 , Chris Borgia (3) , 3 , FLS1 ,      ,   ,   ,   , 3N ,   
2018, S2FL00334 , N00026425 , Connie Mack (R) , R , FLS1 ,      ,   ,   ,   , RN ,   
